dim_1,dim_2,ava_s_1,ava_s_2
,0.0,,0.0
,2.0,,5.0
,0.0,,0.0
,2.0,,15.0
,0.0,,0.0
,0.0,,2.0
,10.0,,98.0
,0.0,,0.0
,2.0,,6.0
,4.0,,35.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,3.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,1.0,,6.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,2.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,3.0,,20.0
,0.0,,1.0
,0.0,,0.0
,10.0,,199.0
,0.0,,5.0
,0.0,,0.0
,0.0,,2.0
,0.0,,2.0
,0.0,,0.0
,7.0,,20.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,1.0,,10.0
,0.0,,0.0
,0.0,,7.0
,0.0,,4.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,5.0
,0.0,,1.0
,0.0,,0.0
,7.0,,101.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,2.0,,13.0
,4.0,,24.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,13.0,,225.0
,1.0,,9.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,1.0,,9.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,5.0,,46.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,8.0,,98.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,1.0,,4.0
,0.0,,0.0
,2.0,,4.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,9.0,,179.0
,0.0,,8.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,6.0
,2.0,,21.0
,0.0,,1.0
,0.0,,0.0
,7.0,,60.0
,0.0,,0.0
,0.0,,9.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,6.0,,37.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,1.0,,5.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,2.0,,5.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,7.0,,151.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,4.0,,22.0
,0.0,,4.0
,8.0,,108.0
,0.0,,0.0
,0.0,,2.0
,2.0,,11.0
,0.0,,0.0
,0.0,,2.0
,5.0,,16.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,2.0
,6.0,,23.0
,0.0,,0.0
,4.0,,20.0
,0.0,,0.0
,12.0,,305.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,5.0,,75.0
,0.0,,0.0
,0.0,,3.0
,2.0,,4.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,18.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,5.0,,22.0
,0.0,,4.0
,0.0,,0.0
,2.0,,6.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,6.0,,52.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,3.0,,14.0
,0.0,,3.0
,0.0,,14.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,4.0,,63.0
,0.0,,1.0
,0.0,,0.0
,2.0,,10.0
,1.0,,16.0
,0.0,,2.0
,0.0,,0.0
,0.0,,8.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,7.0,,18.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,7.0,,94.0
,0.0,,1.0
,0.0,,0.0
,3.0,,13.0
,2.0,,8.0
,1.0,,12.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,8.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,7.0
,0.0,,1.0
,0.0,,0.0
,0.0,,6.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,37.0,,3558.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,45.0,,4524.0
,0.0,,1.0
,0.0,,0.0
,1.0,,3.0
,0.0,,3.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,6.0,,79.0
,0.0,,2.0
,0.0,,0.0
,1.0,,10.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,1.0,,3.0
,0.0,,1.0
,0.0,,0.0
,2.0,,12.0
,0.0,,13.0
,1.0,,6.0
,2.0,,10.0
,2.0,,5.0
,1.0,,6.0
,0.0,,4.0
,0.0,,0.0
,0.0,,2.0
,3.0,,23.0
,0.0,,1.0
,0.0,,0.0
,3.0,,15.0
,0.0,,0.0
,1.0,,12.0
,0.0,,3.0
,0.0,,0.0
,11.0,,459.0
,0.0,,2.0
,0.0,,4.0
,0.0,,0.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,4.0,,22.0
,2.0,,4.0
,0.0,,1.0
,0.0,,0.0
,1.0,,4.0
,0.0,,2.0
,0.0,,0.0
,17.0,,397.0
,1.0,,11.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,7.0
,7.0,,24.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,2.0,,16.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,7.0
,0.0,,1.0
,0.0,,0.0
,6.0,,33.0
,0.0,,1.0
,0.0,,0.0
,2.0,,3.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,10.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,11.0,,358.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,69.0,,17637.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,16.0
,0.0,,4.0
,0.0,,0.0
,2.0,,10.0
,0.0,,5.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,10.0
,2.0,,3.0
,0.0,,1.0
,0.0,,0.0
,0.0,,7.0
,0.0,,1.0
,0.0,,0.0
,4.0,,26.0
,0.0,,0.0
,2.0,,11.0
,0.0,,3.0
,0.0,,2.0
,2.0,,6.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,35.0,,545.0
,0.0,,4.0
,2.0,,3.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,7.0,,87.0
,0.0,,0.0
,0.0,,6.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,23.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,5.0
,1.0,,3.0
,5.0,,76.0
,0.0,,0.0
,2.0,,3.0
,0.0,,2.0
,0.0,,5.0
,0.0,,0.0
,1.0,,5.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,9.0,,124.0
,0.0,,0.0
,1.0,,6.0
,0.0,,2.0
,0.0,,2.0
,0.0,,0.0
,1.0,,6.0
,0.0,,0.0
,2.0,,10.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,12.0,,178.0
,1.0,,7.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,26.0
,0.0,,0.0
,4.0,,28.0
,3.0,,10.0
,2.0,,25.0
,0.0,,0.0
,4.0,,27.0
,7.0,,94.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,1.0,,4.0
,16.0,,528.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,4.0,,20.0
,0.0,,2.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,4.0,,18.0
,1.0,,12.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,3.0,,19.0
,0.0,,2.0
,0.0,,2.0
,22.0,,2455.0
,0.0,,0.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,6.0
,0.0,,1.0
,0.0,,0.0
,3.0,,12.0
,0.0,,1.0
,0.0,,0.0
,4.0,,31.0
,0.0,,0.0
,8.0,,156.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,3.0,,15.0
,0.0,,1.0
,0.0,,0.0
,2.0,,9.0
,0.0,,0.0
,2.0,,19.0
,0.0,,0.0
,3.0,,11.0
,0.0,,3.0
,0.0,,0.0
,3.0,,39.0
,0.0,,0.0
,2.0,,18.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,5.0,,39.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,8.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,2.0
,42.0,,5343.0
,1.0,,13.0
,2.0,,10.0
,0.0,,0.0
,45.0,,3511.0
,0.0,,0.0
,2.0,,30.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,4.0,,6.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,18.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,8.0,,110.0
,0.0,,2.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,6.0
,0.0,,0.0
,1.0,,6.0
,0.0,,0.0
,3.0,,8.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,4.0
,0.0,,3.0
,0.0,,1.0
,0.0,,0.0
,2.0,,3.0
,1.0,,10.0
,0.0,,0.0
,1.0,,4.0
,0.0,,0.0
,2.0,,11.0
,0.0,,0.0
,6.0,,72.0
,0.0,,0.0
,3.0,,10.0
,0.0,,1.0
,0.0,,0.0
,7.0,,47.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,5.0
,2.0,,11.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,8.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,8.0,,63.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,6.0,,64.0
,7.0,,83.0
,0.0,,6.0
,3.0,,13.0
,4.0,,25.0
,0.0,,1.0
,0.0,,0.0
,1.0,,4.0
,0.0,,4.0
,0.0,,0.0
,0.0,,4.0
,0.0,,3.0
,0.0,,0.0
,0.0,,2.0
,0.0,,8.0
,0.0,,0.0
,3.0,,37.0
,0.0,,2.0
,0.0,,0.0
,19.0,,565.0
,5.0,,47.0
,0.0,,6.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,7.0
,0.0,,1.0
,0.0,,0.0
,5.0,,23.0
,0.0,,0.0
,5.0,,33.0
,0.0,,0.0
,4.0,,18.0
,0.0,,0.0
,0.0,,2.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,9.0
,0.0,,2.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,1.0,,4.0
,0.0,,1.0
,0.0,,0.0
,1.0,,6.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,6.0,,76.0
,0.0,,0.0
,2.0,,7.0
,0.0,,0.0
,7.0,,58.0
,0.0,,1.0
,0.0,,0.0
,26.0,,340.0
,0.0,,5.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,4.0,,14.0
,0.0,,0.0
,0.0,,2.0
,3.0,,29.0
,0.0,,2.0
,8.0,,53.0
,0.0,,1.0
,0.0,,0.0
,0.0,,8.0
,0.0,,2.0
,0.0,,0.0
,13.0,,349.0
,0.0,,1.0
,0.0,,0.0
,3.0,,27.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,7.0
,0.0,,0.0
,23.0,,546.0
,0.0,,0.0
,1.0,,13.0
,2.0,,19.0
,0.0,,0.0
,7.0,,79.0
,0.0,,0.0
,0.0,,6.0
,0.0,,0.0
,1.0,,16.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,17.0,,179.0
,0.0,,0.0
,1.0,,21.0
,1.0,,10.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,0.0,,6.0
,0.0,,4.0
,1.0,,15.0
,1.0,,5.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,7.0
,0.0,,1.0
,0.0,,0.0
,7.0,,197.0
,0.0,,0.0
,0.0,,2.0
,2.0,,12.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,8.0,,119.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,3.0,,32.0
,5.0,,68.0
,0.0,,0.0
,0.0,,3.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,1.0,,8.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,4.0,,66.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,18.0
,2.0,,5.0
,0.0,,0.0
,1.0,,8.0
,3.0,,17.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,15.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,17.0,,218.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,2.0,,18.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,1.0,,7.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,5.0
,0.0,,1.0
,0.0,,0.0
,4.0,,117.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,60.0,,4496.0
,2.0,,6.0
,0.0,,0.0
,2.0,,10.0
,25.0,,136.0
,0.0,,3.0
,0.0,,0.0
,3.0,,7.0
,0.0,,0.0
,6.0,,37.0
,0.0,,0.0
,0.0,,7.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,13.0,,319.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,2.0,,3.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,9.0,,92.0
,0.0,,2.0
,6.0,,17.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,20.0
,0.0,,0.0
,1.0,,8.0
,1.0,,6.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,7.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,8.0,,157.0
,0.0,,0.0
,0.0,,5.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,24.0,,1491.0
,0.0,,0.0
,1.0,,9.0
,0.0,,0.0
,0.0,,2.0
,9.0,,124.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,1.0,,5.0
,0.0,,1.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,20.0
,0.0,,0.0
,3.0,,20.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,4.0,,21.0
,0.0,,0.0
,7.0,,34.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,5.0,,16.0
,0.0,,0.0
,6.0,,60.0
,0.0,,0.0
,2.0,,14.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,1.0,,5.0
,0.0,,6.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,3.0,,6.0
,0.0,,1.0
,0.0,,0.0
,2.0,,14.0
,0.0,,1.0
,0.0,,0.0
,2.0,,4.0
,0.0,,0.0
,7.0,,58.0
,0.0,,3.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,2.0
,2.0,,5.0
,0.0,,1.0
,0.0,,0.0
,8.0,,50.0
,0.0,,0.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,0.0,,8.0
,4.0,,17.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,3.0,,25.0
,0.0,,3.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,0.0,,2.0
,7.0,,59.0
,0.0,,0.0
,1.0,,5.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,8.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,15.0,,469.0
,0.0,,1.0
,0.0,,0.0
,3.0,,43.0
,0.0,,0.0
,0.0,,14.0
,0.0,,0.0
,0.0,,12.0
,0.0,,0.0
,6.0,,39.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,7.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,0.0,,2.0
,9.0,,222.0
,0.0,,0.0
,0.0,,2.0
,0.0,,5.0
,0.0,,0.0
,7.0,,65.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,0.0,,1.0
,0.0,,0.0
,1.0,,6.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,4.0,,34.0
,0.0,,1.0
,0.0,,0.0
,1.0,,5.0
,0.0,,0.0
,13.0,,181.0
,0.0,,0.0
,0.0,,4.0
,0.0,,3.0
,0.0,,0.0
,2.0,,10.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,2.0
,4.0,,89.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,1.0,,6.0
,0.0,,0.0
,0.0,,2.0
,0.0,,7.0
,0.0,,4.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,9.0
,6.0,,58.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,3.0
,0.0,,2.0
,3.0,,20.0
,0.0,,1.0
,0.0,,0.0
,1.0,,7.0
,2.0,,7.0
,2.0,,4.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,3.0
,0.0,,1.0
,0.0,,0.0
,0.0,,6.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,8.0,,103.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,4.0,,24.0
,0.0,,0.0
,6.0,,83.0
,0.0,,3.0
,0.0,,0.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,1.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,5.0
,0.0,,2.0
,0.0,,0.0
,4.0,,21.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,13.0
,1.0,,15.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,9.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,9.0
,0.0,,5.0
,0.0,,3.0
,1.0,,5.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,27.0
,0.0,,0.0
,2.0,,8.0
,0.0,,0.0
,0.0,,3.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,3.0
,5.0,,39.0
,1.0,,10.0
,0.0,,6.0
,0.0,,1.0
,0.0,,0.0
,1.0,,8.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,1.0,,7.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,8.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,35.0,,2356.0
,0.0,,2.0
,17.0,,780.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,6.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,0.0,,4.0
,58.0,,9595.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,9.0
,0.0,,0.0
,3.0,,15.0
,2.0,,9.0
,0.0,,2.0
,6.0,,71.0
,0.0,,0.0
,1.0,,17.0
,0.0,,0.0
,5.0,,34.0
,3.0,,13.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,7.0
,0.0,,0.0
,23.0,,931.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,5.0,,57.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,10.0,,34.0
,0.0,,2.0
,0.0,,2.0
,0.0,,2.0
,2.0,,9.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,4.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,9.0
,0.0,,1.0
,0.0,,0.0
,3.0,,20.0
,2.0,,12.0
,1.0,,7.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,3.0,,26.0
,0.0,,2.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,8.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,1.0,,6.0
,0.0,,0.0
,2.0,,15.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,1.0
,0.0,,0.0
,2.0,,5.0
,0.0,,0.0
,5.0,,77.0
,0.0,,7.0
,0.0,,0.0
,2.0,,10.0
,0.0,,2.0
,0.0,,0.0
,0.0,,6.0
,0.0,,0.0
,0.0,,2.0
,2.0,,20.0
,0.0,,3.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,2.0,,17.0
,0.0,,3.0
,0.0,,0.0
,0.0,,3.0
,0.0,,3.0
,0.0,,2.0
,0.0,,0.0
,5.0,,39.0
,0.0,,2.0
,13.0,,348.0
,0.0,,2.0
,0.0,,2.0
,0.0,,0.0
,6.0,,24.0
,0.0,,0.0
,3.0,,24.0
,0.0,,5.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,35.0,,5750.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,0.0,,2.0
,0.0,,3.0
,0.0,,0.0
,7.0,,33.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,18.0,,250.0
,1.0,,4.0
,0.0,,4.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,1.0,,11.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,3.0
,0.0,,0.0
,1.0,,14.0
,0.0,,1.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,4.0,,30.0
,0.0,,2.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,7.0
,6.0,,127.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,2.0,,16.0
,0.0,,2.0
,0.0,,0.0
,0.0,,4.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,5.0
,0.0,,0.0
,2.0,,14.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,2.0,,13.0
,0.0,,0.0
,0.0,,2.0
,1.0,,7.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,0.0,,2.0
,4.0,,8.0
,22.0,,430.0
,1.0,,6.0
,0.0,,0.0
,0.0,,2.0
,0.0,,0.0
,4.0,,20.0
,0.0,,0.0
,0.0,,1.0
,0.0,,0.0
,4.0,,10.0
,0.0,,0.0
,0.0,,11.0
,0.0,,0.0
,0.0,,3.0
,0.0,,2.0
,8.0,,158.0
,0.0,,0.0
,5.0,,49.0
,0.0,,2.0
